alph-0.0
problem-idx,trial,timeout,success,elapsed(s),length,reward
8,29,0,0,0.21876025199890137,1,-1
9,0,0,0,0.2535390853881836,1,-1
9,1,0,0,0.25726771354675293,2,-2
9,2,0,0,0.25295186042785645,1,-1
9,3,0,0,0.25084781646728516,1,-1
9,4,0,0,0.25203371047973633,2,-2
9,5,0,0,0.25188755989074707,1,-1
9,6,0,0,0.2528188228607178,2,-2
9,7,0,0,0.25498485565185547,1,-1
9,8,0,0,0.25293517112731934,1,-1
9,9,0,0,0.2525339126586914,1,-1
9,10,0,0,0.2515833377838135,1,-1
9,11,0,0,0.2523353099822998,1,-1
9,12,0,0,0.25388526916503906,3,-3
9,13,0,0,0.25650858879089355,2,-2
9,14,0,0,0.25772714614868164,2,-2
9,15,0,0,0.2569878101348877,7,-7
9,16,0,0,0.25437116622924805,5,-5
9,17,0,0,0.2551913261413574,3,-3
9,18,0,0,0.2544734477996826,1,-1
9,19,0,0,0.26019740104675293,4,-4
9,20,0,0,0.2526059150695801,2,-2
9,21,0,0,0.25330543518066406,2,-2
9,22,0,0,0.2535579204559326,2,-2
9,23,0,0,0.2536189556121826,1,-1
9,24,0,0,0.2568056583404541,1,-1
9,25,0,0,0.2543666362762451,1,-1
9,26,0,0,0.2571449279785156,4,-4
9,27,0,0,0.2544863224029541,1,-1
9,28,0,0,0.25364112854003906,2,-2
9,29,0,0,0.2512526512145996,1,-1
